ma_GeV,cl_TeV-1,ctau_TeV-1
5.011872336272725e-06,405.72911583415066,4905696185.53296
5.128613839913648e-06,387.4680415452546,4684492480.23463
5.248074602497722e-06,370.0288514635543,4474162230.355982
5.3703179637025275e-06,353.3745547303037,4273164025.387871
5.4954087385762485e-06,337.4698252832885,4081472665.3018637
5.623413251903491e-06,322.2809270583719,3896888665.0528264
5.754399373371568e-06,307.7756423066378,3721647247.725079
5.88843655355589e-06,293.9232033714019,3554574768.4093657
6.025595860743581e-06,280.69422728339237,3393976286.4085054
6.165950018614824e-06,268.06065365023744,3241513755.5000496
6.30957344480193e-06,255.99568489470164,3095604321.003027
6.4565422903465566e-06,244.4737295897809,2956286298.536096
6.606934480075965e-06,233.47034810069496,2822971198.1758556
6.760829753919818e-06,222.96220073283325,2696189298.8565865
6.918309709189362e-06,212.92699828433356,2574410430.356787
7.079457843841381e-06,203.3434547070106,2458609300.247041
7.244359600749897e-06,194.1912420133604,2348251530.37989
7.413102413009177e-06,185.450947093228,2242558459.128363
7.585775750291836e-06,177.10403058029854,2141264527.9623177
7.762471166286921e-06,169.1327875426406,2045578744.3310568
7.943282347242813e-06,161.52030985964822,1953118414.861104
8.128305161640995e-06,154.25045043099317,1865086173.2905757
8.31763771102671e-06,147.3077888918963,1781175275.7976234
8.511380382023768e-06,140.67759889877877,1700927090.124934
8.709635899560802e-06,134.3458169116383,1624529522.045877
8.912509381337458e-06,128.2990123465733,1551242324.2415328
9.120108393559098e-06,122.52435910754984,1481579832.3021777
9.332543007969904e-06,117.00960835532446,1415028815.8797493
9.549925860214359e-06,111.74306254380599,1351201620.4283764
9.772372209558113e-06,106.7135506069438,1290378364.7276618
1e-05,101.91040425610306,1232198316.7166588
1.023292992280754e-05,97.32343535750647,1176765098.36355
1.0471285480508996e-05,92.94291431519632,1123858390.472758
1.0715193052376065e-05,88.75954943905877,1073297812.0759609
1.0964781961431852e-05,84.76446723477994,1025006422.0060645
1.1220184543019637e-05,80.94919358099266,978841628.7013407
1.1481536214968829e-05,77.30563575471987,934743355.7614173
1.1748975549395297e-05,73.82606526559222,892702860.6115596
1.202264434617413e-05,70.50310146265174,852540991.0038501
1.2302687708123819e-05,67.3296958783788,814159478.105375
1.2589254117941676e-05,64.2991172787888,777513551.3088068
1.288249551693134e-05,61.40493738813429,742515877.7429755
1.3182567385564074e-05,58.641017246736624,709122869.6006527
1.348962882591654e-05,56.00149419575419,677223714.7118037
1.3803842646028852e-05,53.480769439825515,646726124.9708996
1.4125375446227548e-05,51.0734961703923,617604539.1807075
1.4454397707459272e-05,48.77456822605314,589850291.4191891
1.4791083881682072e-05,46.57910925855118,563267698.216084
1.5135612484362082e-05,44.48246239328359,537908979.4042923
1.5488166189124814e-05,42.48018034962875,513724305.17657816
1.584893192461113e-05,40.56801600632716,490599915.9518239
1.62181009735893e-05,38.741913395503154,468521659.4863564
1.6595869074375605e-05,36.99799909695423,447427441.7812736
1.6982436524617442e-05,35.33257402427845,427289081.3541758
1.7378008287493757e-05,33.74210557648926,408065339.5524467
1.7782794100389232e-05,32.22322014617873,389686582.48968214
1.819700858609984e-05,30.772695963994703,372143582.92484057
1.8620871366628678e-05,29.387456263461456,355403550.03554034
1.9054607179632474e-05,28.064562755508817,339403360.9613781
1.949844599758046e-05,26.801209395932304,324120602.77616173
1.99526231496888e-05,25.594716433922546,309532231.32035744
2.0417379446695294e-05,24.442524726960556,295608742.82986015
2.0892961308540396e-05,23.342190312822716,282300616.2280362
2.1379620895022326e-05,22.291379226268745,269602143.06682515
2.187761623949553e-05,21.287862547211155,257457285.62651163
2.2387211385683403e-05,20.329511674306865,245879750.3123968
2.2908676527677735e-05,19.414293808359567,234808323.3346236
2.344228815319923e-05,18.540267641904865,224240381.40947407
2.3988329190194914e-05,17.705579240346065,214146672.21787733
2.4547089156850313e-05,16.908458110090518,204510525.15070036
2.5118864315095812e-05,16.147213443040243,195307620.39539132
2.570395782768863e-05,15.420230529783387,186516536.44279134
2.630267991895381e-05,14.725967335126578,178120315.1662613
2.6915348039269153e-05,14.062951226817962,170103051.21988487
2.7542287033381663e-05,13.429775852009092,162451477.49912795
2.8183829312644532e-05,12.825098154161848,155134291.39444494
2.8840315031266056e-05,12.247635524444815,148152079.54721448
2.9512092266663854e-05,11.696163080889455,141486470.89124188
3.0199517204020165e-05,11.169511070241956,135117570.7643252
3.090295432513591e-05,10.6665623870165,129035385.500207
3.1622776601683795e-05,10.186250203715897,123228913.22386757
3.235936569296282e-05,9.727555708035808,117682817.93570761
3.311311214825912e-05,9.289505941838343,112386337.00170724
3.3884415613920256e-05,8.87117173732137,107328582.54839653
3.467368504525317e-05,8.471665746167965,102496601.96647102
3.5481338923357554e-05,8.090140557396031,97884326.35830364
3.630780547701014e-05,7.7257868997312595,93477989.0204059
3.7153522909717264e-05,7.377831925258,89271369.06358457
3.8018939632056124e-05,7.045537569886484,85253526.98931389
3.890451449942807e-05,6.728198987942449,81416261.39311568
3.981071705534973e-05,6.425143057080484,77751985.7253729
4.073802778041128e-05,6.135726950460417,74252472.71748346
4.1686938347033545e-05,5.859336773241746,70910626.103571
4.2657951880159284e-05,5.59538626043056,67718914.69359232
4.365158322401661e-05,5.34331553332849,64671111.00092359
4.4668359215096335e-05,5.102589911947196,61760325.85333605
4.570881896148752e-05,4.8726987809004125,58980578.038261294
4.677351412871981e-05,4.653154506281731,56326334.66905077
4.7863009232263824e-05,4.443491401352716,53790839.498768084
4.897788193684463e-05,4.2432647387499935,51369979.8258531
5.011872336272722e-05,4.052049807156501,49057866.76771413
5.128613839913649e-05,3.869441010429474,46849875.519429095
5.248074602497726e-05,3.695051007270581,44741286.96343061
5.370317963702528e-05,3.5285098896236695,42727528.66456651
5.495408738576245e-05,3.3694643980601495,40804544.48130281
5.623413251903491e-05,3.217577172445025,38967936.006247
5.75439937337157e-05,3.072526036367887,37214125.21513732
5.8884365535558894e-05,2.934003313749349,35539147.89906102
6.0255958607435786e-05,2.801715176225429,33939583.42262957
6.165950018614822e-05,2.675381019890462,32412047.05894969
6.309573444801933e-05,2.554732870100131,30953233.520778142
6.456542290346557e-05,2.4395148130616318,29560125.930313155
6.606934480075962e-05,2.3294824529975093,28229718.924779523
6.760829753919819e-05,2.224402393757273,26959117.382785138
6.918309709189367e-05,2.124051743745641,25745729.778301217
7.07945784384138e-05,2.0282176431369763,24586947.354104992
7.244359600749905e-05,1.9366968123743733,23480309.342784006
7.413102413009178e-05,1.8492951209812645,22423524.60033217
7.585775750291839e-05,1.765827175783978,21414257.0534222
7.762471166286919e-05,1.686115927671004,20450472.201672897
7.94328234724282e-05,1.6099922960375261,19530016.37885895
8.128305161640996e-05,1.5372948101512092,18651011.492069114
8.317637711026708e-05,1.467869266643295,17811564.89193631
8.511380382023764e-05,1.4015684024243995,17009887.21391196
8.709635899560806e-05,1.338251582318347,16244303.114392268
8.912509381337456e-05,1.2777845007535336,15513187.038049629
9.120108393559096e-05,1.2200388968825122,14814942.449530464
9.332543007969911e-05,1.1648922825228534,14148157.245793026
9.54992586021436e-05,1.1122276823410762,13511369.194577066
9.772372209558107e-05,1.0619333857313176,12903247.993210118
0.0001,1.0139027098620133,12322495.558677088
0.00010232929922807547,0.9680337733850422,11767866.000028452
0.00010471285480508996,0.9242292803315836,11238228.604875054
0.00010715193052376071,0.8823963137323435,10732408.458444508
0.00010964781961431851,0.84244613852727,10249340.00894751
0.00011220184543019631,0.804294013346679,9788051.05295478
0.0001148153621496883,0.7678590107603945,9347492.9054919
0.00011748975549395292,0.7330638456205031,8926774.91786596
0.00012022644346174132,0.6998347111272569,8524990.092261886
0.00012302687708123813,0.6681011222737598,8141300.556612997
0.00012589254117941677,0.6377957663371866,7774871.852590447
0.00012882495516931337,0.608854360098074,7424924.495458568
0.00013182567385564074,0.5812155134862481,7090747.672789794
0.00013489628825916533,0.5548205993621724,6771599.8028039215
0.00013803842646028852,0.5296136291611137,6466814.040282631
0.0001412537544622754,0.5055411341317122,6175752.890326967
0.0001445439770745928,0.48255205192059186,5897788.716497226
0.0001479108388168207,0.4605976182612196,5632332.91091801
0.00015135612484362088,0.43963126353703735,5378827.487357922
0.0001548816618912481,0.4196085139994019,5136732.173592432
0.00015848931924611145,0.40048689743183,4905535.369066101
0.00016218100973589298,0.38222585305896173,4684738.647371477
0.00016595869074375615,0.364786645510311,4473883.9940100815
0.00016982436524617443,0.34813228265577856,4272517.4741552
0.00017378008287493763,0.3322274371386299,4080215.077592339
0.0001778279410038923,0.31703837143955227,3896567.3070417736
0.00018197008586099843,0.3025328663131242,3721184.6265926533
0.00018620871366628676,0.2886801524442305,3553696.702985424
0.00019054607179632484,0.27545084518014507,3393746.79326039
0.00019498445997580453,0.262816882199312,3240996.4362269593
0.0001995262314968881,0.2507514639849152,3095121.1322327824
0.00020417379446695298,0.23922899697669964,2955811.3126158263
0.00020892961308540385,0.22822503928066137,2822770.997954212
0.00021379620895022324,0.21771624882127108,2695718.82045428
0.0002187761623949552,0.2076803338262642,2574385.098946155
0.00022387211385683402,0.19809600553895101,2458512.932404983
0.00022908676527677726,0.18894293305775753,2347856.3084456073
0.0002344228815319923,0.18020170020695622,2242178.8921184097
0.00023988329190194896,0.1718537643473929,2141259.242158019
0.0002454708915685031,0.16388141703939407,2044880.6515788182
0.000251188643150958,0.15626774647475852,1952840.7589683833
0.0002570395782768864,0.1489966015976794,1864943.1698223818
0.0002630267991895381,0.14205255783875553,1781001.6735744914
0.0002691534803926917,0.13542088438909566,1700838.4465749802
0.0002754228703338166,0.1290875129451056,1624283.2393708683
0.0002818382931264455,0.12303900785748943,1551173.6425115678
0.0002884031503126605,0.1172625376211034,1481354.7984242002
0.0002951209226666387,0.11174584764491396,1414678.1352700323
0.00030199517204020164,0.10647723424424649,1351002.587581007
0.00030902954325135926,0.10144551979992673,1290192.9496494594
0.00031622776601683805,0.09664002903136298,1232120.634311419
0.0003235936569296285,0.09205056633305456,1176661.782266033
0.0003311311214825911,0.08766739412613717,1123699.2034147817
0.00033884415613920284,0.08348121217867775,1073120.4650979782
0.0003467368504525317,0.0794831378505384,1024818.1900657759
0.0003548133892335757,0.07566468722038608,978689.8197221607
0.0003630780547701014,0.07201775705435091,934637.9382082077
0.0003715352290971724,0.0685346075774522,892568.6438886666
0.0003801893963205612,0.0652078460105643,852392.8595824409
0.0003890451449942805,0.06203041083716486,814025.421325658
0.0003981071705534973,0.05899555676553382,777384.8274768263
0.00040738027780411266,0.05609684035337899,742393.4253913825
0.00041686938347033556,0.053328106263041034,708976.9952110585
0.0004265795188015926,0.050683474116548624,677064.6158103115
0.0004365158322401661,0.04815732592074229,646588.5375164862
0.00044668359215096305,0.04574429403356351,617484.2675975887
0.0004570881896148752,0.04343924964324815,589689.907744459
0.0004677351412871981,0.04123729173277873,563146.6439714661
0.0004786300923226386,0.03913373650222613,537798.0254339576
0.0004897788193684461,0.037124107221796605,513590.3810019617
0.0005011872336272725,0.03520412448821597,490472.32062145823
0.0005128613839913648,0.03336969685664444,468394.79665716726
0.0005248074602497729,0.03161691181940922,447310.9621679154
0.0005370317963702526,0.029942027101455913,427176.1414088373
0.0005495408738576249,0.028341462240324765,407947.5789849071
0.0005623413251903491,0.026811790415524735,389584.53080039757
0.0005754399373371574,0.02534973048804248,372047.98341338435
0.000588843655355589,0.023952139205072616,355300.766053603
0.0006025595860743581,0.022616003517254346,339307.36575056036
0.0006165950018614822,0.021338432945012847,324033.81655346235
0.0006309573444801936,0.020116651915833405,309447.752269961
0.0006456542290346557,0.018947991973774204,295518.220032406
0.0006606934480075957,0.017829883733696202,282215.6677229126
0.000676082975391982,0.01675984841173256,269511.8687079632
0.0006918309709189363,0.015735488704467802,257379.8845122037
0.0007079457843841381,0.01475447870275617,245793.97137582971
0.0007244359600749899,0.01381455239687559,234729.5574022567
0.0007413102413009178,0.01291349013254981,224163.16462974387
0.0007585775750291835,0.012049102069219282,214072.37866718599
0.0007762471166286918,0.011219207196835234,204435.79623126375
0.0007943282347242813,0.010421605646498147,195232.96787705875
0.0008128305161640996,0.00965404061854153,186444.37642520014
0.0008317637711026708,0.008914143718939465,178051.37158202977
0.0008511380382023769,0.008199352717786686,170036.15272908262
0.0008709635899560804,0.00750678117553514,162381.71372858668
0.0008912509381337459,0.0068329987564435665,155071.81848160818
0.0009120108393559096,0.006173632274776908,148090.9574668544
0.0009332543007969914,0.005522567396283026,141424.31944218974
0.0009549925860214361,0.004870121124014726,135057.76254200956
0.0009772372209558113,0.004197900704060508,128977.77856899382
0.001,0.0034576738132987028,123171.47272893475
0.0010232929922807548,0.0022158725435403328,117626.52356991387
0.0010471285480508996,0.002223155440128623,112331.16755103468
0.0010715193052376073,0.0022305194704176933,107274.17295590969
0.0010964781961431851,0.0022379639756349747,102444.80813166723
0.0011220184543019643,0.0022454882340768776,97832.82925464111
0.0011481536214968829,0.0022530914600662807,93428.45064498392
0.0011748975549395304,0.002260772802968269,89222.32807731646
0.0012022644346174132,0.0022685313462686993,85205.53893552897
0.0012302687708123812,0.0022763661067200626,81369.56067386878
0.0012589254117941675,0.002284276033559044,77706.25450893179
0.0012882495516931337,0.0022922600078004356,74207.84902497905
0.0013182567385564073,0.0023003168416119556,70866.92192641187
0.0013489628825916532,0.0023084452777744056,67676.38453160599
0.0013803842646028853,0.002316643989231823,64629.467458340485
0.001412537544622754,0.002324911578736008,61719.706650439955
0.001445439770745928,0.002333246578589839,58940.92841349821
0.0014791083881682072,0.0023416474504937943,56287.23720579464
0.0015135612484362085,0.002350112585499779,53753.00248198627
0.0015488166189124813,0.0023586403040764007,51332.84773834555
0.001584893192461114,0.0023672288562897447,49021.63755870413
0.0016218100973589297,0.002375876422103278,46814.468257229266
0.0016595869074375615,0.0023845811118004996,44706.657035659555
0.0016982436524617445,0.002393340966533857,42693.73150931171
0.0017378008287493765,0.0024021539590028036,40771.42062399774
0.0017782794100389228,0.002411017994264044,38935.645942544674
0.0018197008586099846,0.0024199309106764655,37182.51185656929
0.0018620871366628682,0.0024288904809829817,35508.29867617766
0.0019054607179632482,0.002437894413531197,33909.45401420507
0.0019498445997580454,0.002446940353634458,32382.585400500928
0.0019952623149688807,0.002456025885074448,30924.452968573187
0.0020417379446695293,0.002465148531745928,29531.962889429884
0.002089296130854041,0.0024743057594442076,28202.160001769964
0.0021379620895022326,0.002483494977794812,26932.222998843903
0.0021877616239495516,0.002492713542325135,25719.456968527847
0.00223872113856834,0.002501958756676608,24561.288451403037
0.0022908676527677724,0.0025112278749560768,23455.259780377197
0.002344228815319923,0.002520518104223967,22399.024113328713
0.0023988329190194903,0.0025298266071168514,21390.34000248531
0.002454708915685031,0.0025391505046010766,20427.066972250173
0.00251188643150958,0.002548486878853715,19507.16090785895
0.002570395782768865,0.0025578327762666394,18628.66968922857
0.0026302679918953817,0.0025671852105688554,17789.729051887876
0.002691534803926917,0.0025765411660617506,16988.558696811117
0.0027542287033381664,0.0025858976009613933,16223.458356373521
0.0028183829312644552,0.0025952514508413784,15492.804400084897
0.0028840315031266055,0.0026045996321694665,14795.046175916072
0.0029512092266663873,0.002613939045930363,14128.702957322153
0.0030199517204020166,0.002623266581327079,13492.360526888731
0.003090295432513592,0.0026325791195521498,12884.668400210516
0.00316227766016838,0.0026418735376203314,12304.336915400423
0.0032359365692962846,0.002651229849546108,11750.502838967666
0.0033113112148259113,0.0026605664758041826,11221.605597738457
0.0033884415613920278,0.0026698805421864376,10716.522600559068
0.0034673685045253167,0.002679169197595982,10234.181800115648
0.0035481338923357567,0.0026884296185899,9773.559422532599
0.0036307805477010144,0.0026976590139500788,9333.67774832495
0.0037153522909717284,0.002706854629272547,8913.60309341566
0.003801893963205613,0.002716013751566186,8512.443769725556
0.0038904514499428053,0.002725133713851226,8129.348275707762
0.0039810717055349725,0.0027342118997484583,7763.503370071955
0.004073802778041127,0.002743245748049783,7414.132477640283
0.004168693834703355,0.0027522327572613485,7080.493967962552
0.004265795188015926,0.0027611704901105492,6761.879562253454
0.004365158322401661,0.0027700565780085064,6457.612890599522
0.0044668359215096305,0.002778888725459993,6167.048033459082
0.004570881896148753,0.002787664714413439,5889.568129273838
0.004677351412871981,0.0027963824085437735,5624.584088586872
0.0047863009232263845,0.0028050397574616434,5371.5333463629795
0.004897788193684462,0.0028136348008431897,5129.878659422033
0.0050118723362727255,0.0028221656724750255,4899.106957977084
0.005128613839913649,0.0028306315484984243,4678.72984390515
0.005248074602497728,0.0028390300456717877,4468.278047316245
0.005370317963702527,0.0028473596200169773,4267.3047108116025
0.005495408738576249,0.002855618837854664,4075.3830811318467
0.005623413251903492,0.002863806379421326,3892.1056252339395
0.005754399373371573,0.0028719210423889985,3717.08314845377
0.005888436553555891,0.00287996174528836,3549.943982198271
0.0060255958607435805,0.0028879275308368348,3390.3331843412466
0.006165950018614822,0.0028958175691745445,3237.9117928462124
0.006309573444801936,0.0029036311610117155,3092.356105266176
0.006456542290346557,0.0029113695051367953,2953.3587829131093
0.006606934480075965,0.002919030831702962,2820.623058774295
0.00676082975391982,0.0029266148818075,2693.8669910191866
0.006918309709189364,0.002934121540668124,2572.821331211045
0.007079457843841381,0.0029415508405149613,2457.228951596781
0.007244359600749898,0.002948902963444867,2346.844299848506
0.0074131024130091785,0.0029561782442497986,2241.4328790513105
0.007585775750291836,0.0029633771732323825,2140.7707496672474
0.007762471166286921,0.0029705003990229168,2044.6440522239907
0.007943282347242814,0.0029775487314133,1952.8485585689677
0.008128305161640996,0.0029845302671565248,1865.1936846037215
0.008317637711026709,0.0029914407314231674,1781.489322960956
0.00851138038202377,0.0029982815578259293,1701.5575608837614
0.008709635899560806,0.0030050543600829947,1625.2284983825868
0.00891250938133746,0.003011760935620406,1552.3398843888122
0.009120108393559097,0.003018403269338317,1482.7367733790502
0.009332543007969915,0.003024983537567996,1416.2711979604164
0.009549925860214359,0.003031504112248752,1352.8018529477438
0.009772372209558114,0.0030379675653549156,1292.193796661807
0.01,0.0030443766736059545,1234.3181641304263
0.010232929922807535,0.003050725941918851,1179.0486153367206
0.010471285480509008,0.003057025020566354,1126.2704656652793
0.01071519305237607,0.003063277185067396,1075.871519739042
0.010964781961431852,0.0030694859292829764,1027.7446340888964
0.011220184543019629,0.0030756549715552574,981.7874911585226
0.01148153621496884,0.0030816684434986823,937.8659155636725
0.011748975549395304,0.0030876469280670888,895.9254666444392
0.012022644346174132,0.0030935947596968526,855.8769081461029
0.012302687708123811,0.003099516522508145,817.6350239419352
0.012589254117941663,0.0031054170590576486,781.1184367803925
0.01288249551693135,0.003111141536259034,746.2110725577292
0.013182567385564073,0.0031168531575576945,712.8801584243145
0.013489628825916533,0.0031225576517799366,681.0546553288581
0.013803842646028842,0.003128261053961735,650.666726380003
0.014125375446227556,0.0031339697187759987,621.6515920312082
0.014454397707459281,0.0031394384332661344,593.8997398357975
0.014791083881682073,0.0031449188978551375,567.4028569537928
0.015135612484362073,0.003150418276906649,542.104366264724
0.01548816618912483,0.003155944106503071,517.9502421240928
0.01584893192461114,0.003161504313580783,494.8888957896645
0.016218100973589295,0.003166746071985432,472.8171414818915
0.0165958690743756,0.0031720278697300558,451.74521223955276
0.01698243652461746,0.003177358482389942,431.6280074858297
0.017378008287493762,0.0031827471415927532,412.42246259227187
0.01778279410038923,0.003188203561623253,394.0874572716635
0.018197008586099826,0.003193235564901972,376.5244882050891
0.018620871366628693,0.003198341722530347,359.7591193599264
0.019054607179632487,0.0032035328109730663,343.7553403219712
0.019498445997580455,0.003208820181806501,328.4787684734386
0.01995262314968879,0.003214215798957418,313.8965759156704
0.020417379446695322,0.0032189728944777563,299.90666898480185
0.02089296130854041,0.0032238293381303624,286.5532818277256
0.021379620895022326,0.0032287972508335656,273.8076552263463
0.02187761623949552,0.003233889409738465,261.64233130519824
0.022387211385683423,0.0032391192931843626,250.03109518373316
0.022908676527677748,0.003243543054457129,238.8783594632842
0.023442288153199226,0.003248106028042748,228.23531547030143
0.023988329190194904,0.0032528228679694856,218.0788899440034
0.024547089156850287,0.0032577090567570645,208.3870564078133
0.02511886431509582,0.0032627809663499777,199.138788235442
0.025703957827688646,0.003266648403701069,190.2320474212759
0.026302679918953815,0.003270668502685002,181.73333773247927
0.026915348039269142,0.0032748565773128694,173.6241581913373
0.027542287033381692,0.0032792288091849455,165.88684797131236
0.028183829312644553,0.0032838023122344546,158.5045487617314
0.028840315031266057,0.0032868888490457586,151.382580093883
0.02951209226666384,0.003290167053099589,144.5893121351803
0.030199517204020195,0.003293654975916525,138.10977587326528
0.03090295432513592,0.003297371727472843,131.92968489331147
0.03162277660168379,0.0033013375591402264,126.03540483370905
0.032359365692962806,0.003303050816354665,120.32201247704094
0.03311311214825915,0.003304915401029357,114.8724901940914
0.033884415613920284,0.003306946604143488,109.67479344617767
0.034673685045253165,0.0033091605582317883,104.71742601785323
0.03548133892335753,0.0033115742990235037,99.98941537606704
0.03630780547701018,0.003311599889458839,95.40521346406146
0.03715352290971728,0.003311803727593396,91.03517706064443
0.038018939632056124,0.0033122032028548506,86.86944489527164
0.03890451449942805,0.0033128166656070136,82.89860730051014
0.039810717055349776,0.0033136634994438267,79.1136858755284
0.0407380277804113,0.0033109663682168683,75.41960428582024
0.041686938347033554,0.003308330534007867,71.89799009546486
0.04265795188015926,0.0033057669077414514,68.54089436357577
0.04365158322401656,0.003303286935643122,65.34073068276358
0.04466835921509635,0.003300902634105015,62.290258788139724
0.04570881896148752,0.0032953013294858375,59.32270619146449
0.04677351412871981,0.0032897821695324087,56.49617757242558
0.0478630092322638,0.003284357930785071,53.8040782552562
0.04897788193684466,0.0032790419974158117,51.2401171721201
0.05011872336272725,0.0032738484024679173,48.79829308032811
0.05128613839913649,0.0032645795122557826,46.41299366399313
0.05248074602497722,0.0032552302850131277,44.141024389746164
0.05370317963702533,0.003245808117895303,41.97712381803498
0.05495408738576248,0.003236320882685605,39.91627092561547
0.05623413251903491,0.0032267769615769866,37.9536742107808
0.05754399373371567,0.0032144505281753626,36.05408755447978
0.05888436553555896,0.003202095326811138,34.24677307207539
0.06025595860743581,0.0031897226168154345,32.52737086254468
0.06165950018614822,0.003177344322302144,30.891722400189323
0.0630957344480193,0.0031649730854599995,29.335861371278508
0.06456542290346562,0.003150136933677996,27.834044448613582
0.06606934480075964,0.0031351490694528444,26.405109631033646
0.0676082975391982,0.003120022226112043,25.045678426057627
0.06918309709189363,0.0031047702744739143,23.752525174445335
0.07079457843841387,0.003089408310971905,22.52257011950141
0.07244359600749906,0.0030741482799964545,21.354230985114746
0.07413102413009177,0.0030588092915738627,20.243192389101253
0.07585775750291837,0.003043410596661047,19.186784526587605
0.07762471166286912,0.0030279731400945933,18.182458223195653
0.07943282347242821,0.00301251971321036,17.22777947568722
0.08128305161640995,0.0029991346233866926,16.331639132058232
0.08317637711026708,0.0029856400800823296,15.478774627203185
0.08511380382023759,0.002972063064150837,14.667235732663947
0.08709635899560812,0.00295843358333264,13.895157732893937
0.0891250938133746,0.002944784977156778,13.160757504194441
0.09120108393559095,0.0029363192956710473,12.484289833024357
0.09332543007969905,0.0029278320796094544,11.839691062182887
0.0954992586021437,0.0029193633346509427,11.225570080930408
0.09772372209558113,0.002910958566843966,10.640596116703946
0.1,0.002902669491121619,10.083495872439494
0.10232929922807536,0.0029028089128792047,9.58029207559098
0.10471285480509004,0.002903200394409345,9.099871925816542
0.10715193052376068,0.00290391230904277,8.641270006263083
0.1096478196143185,0.0029050242648070864,8.203563627766771
0.1122018454301963,0.0029066290146461476,7.7858707360763075
0.1148153621496884,0.002919572501015443,7.414617700757346
0.11748975549395302,0.00293334295567324,7.059108555957766
0.12022644346174131,0.0029480815794602953,6.718698197328585
0.12302687708123812,0.0029639572349112915,6.392772091187351
0.1258925411794169,0.00298117255891912,6.080744791188403
0.12882495516931347,0.003014787815290125,5.810614577906591
0.13182567385564073,0.003051058204988624,5.551509559738306
